Link to Post,Source,Comments,Labels
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Chicken chicken Missing😂🥺😫🤣🤣🤣🤣🤣,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Masroor TxRecord patang patang so ban larmer😭😂😂😂,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Chicken chicken...morghuiii morrghuiii pakaaarrr,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,احمد محمد علي ala chicken 🐔,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Beedasee Irshad ...pokpok,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Noo Rah,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Nadia Gauzel-Sadulla aret kokin dimun serr 😂😂😂,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"""Missing Missing"" La Touye Moi 😆",1
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Tout envi reste ici meme,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Sois ena zenfan bizin déclaré😂😂😂😂,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Al-Quraishi Ubaid,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Yas Master,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Ramasse zot tifi !,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Phora Igl m espere pna 1 r toiii🤣🤣🤣🤣🤣🤣,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Chicken chicken ffmm🤣,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Ena tro bokou toute façon,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Nicolas Soupaya et zot ine remarker 6 manker tous🤣🤣🤣🤣🤣,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Mauricien kapav xenophobe koumsa?!,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Faire triste...kot zot capave eter,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Mafia hhh,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Chicken chicken 🐔,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Prison break lite 😁,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"1 ta p rier..zot pa koné ki ban sovaz moricien kin gagn sans gagn bon lavie de luxe, gagn tou lor plato, gagn ledikation, bus gratis pou al lekol selment p fer dominer ar travayer etrangé..ki malgache, sinwa, indiens zot pa payé banla..fer zot reste a50 60 dan 1 lakaz. Patron Moricien kumsa kpav eté..pa donn zot ekipment protection selmant li li rod bel bel sofa pou li plakè!!😡",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,ᎮᎧᎧᏠᏗ ᏰᏋᏋᏂᏗᏒᏒᎩ Missing 😢,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,The grass is greener elsewhere. Great job pagla boys!!! Keep going!!!,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Bangla missing,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Run away,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Chicken chicken bhaaag gaal,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Gait caption 😭🤣 David Ravaton,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Mélanie Jane Candasamy meyerr 😅,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Deport,1
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,#Ensemble Tout Possible. Abracadabra,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Mo trouv zt tt pareil moi👀,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Caption 😂 Hanna Zafiirah,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Keshi Nee ki tn faire banla flm,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Banlaem in plein 😂🤣,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Check Marchand kebab ousa sentier privee,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Apre 9 mois pou trouve zot🤣🤣,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Nish Ta election zot réapparaître 😂😂😂,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Banne la même ti vote 🗳 Pu election...... VISA FINI ...... DEPORTE TOUT BANGLADESH 🇧🇩 ZOTE PE ENVI FER MAUVE TRAVAILLE PU GAGNÉ PAPIER,1
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Jose Denis Mooteealloo vraimem sa,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Missing missing 😂😂,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Kris Mauree retourne zot,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Amjad Oozeear man...

Bizin pren renseignements r ban 35 17ans",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"I Grew up surrounded by God and church members from the very beginning. Being risen by Christian home, I always followed through the motions of doing “Christian things” that I thought a Christian was supposed to do. I didn’t know GOD, I just knew about Him.
I found myself searching for purpose and meaning in people and also in myself. Whether that was my friends or in relationships, I poured my whole heart into them. I became very consumed with what people thought of me and was living for the acceptance of the world.
At my lowest point when I lost my lovely husband to a beautiful young girl I think we call slay queens these days, I was alone and afraid, I couldn’t concentrate at work not even at any other thing I could work on. Losing my concentration cost me so much that I ended up losing my job too and went back to staying at my parents’ house with my two kids. I can’t lie to you, it was always more hurting and annoying staying home because my mom’s friends used to almost come every day to visit and sit outside talking about their marriages’ and fun they had maybe like during the weekends’ and laugh, OMG, that laugh they used to give always killed me. After what friends showed me that year I admit I had turn into a jealous person. That year was a year I will never forget. I could wake up in the morning sit on the couch watch Isindigo, login Facebook and all those sorts of social Medias and cry the whole day with my mum nursing me until it reached a time that she was also getting fade with my sobbing. It was my daughter’s birthday and some few people turned up, many were my mums friends and actually my daughters friends none of my closest turned up and it was from then I noticed that “people will always love you and support you when its beneficial” out of my mums friends, I found myself initiated in a long and funny conversation with one of them after the party. I won’t forget the fact that her husband called almost like 10 times in a period of 5 minutes just to remind her how he loved her and wishing her to drive safe back home, believe me I had never had that experience with my man. Later on during the conversation, she saw me burst into tears and she asked me what was going on, I told her everything I was going through with my life. And it was from here that I got to know about Dr. Mama Shamirah +27790792882 a very cunning woman I have ever met. She told me about her meeting with Dr. Mama Shamirah and she actually never gave me her numbers but took me with her to Dr. Mama Shamirah. Being a born Christian, believe me I had a very big challenge here. Like how am I going to mix these two things from growing up in a Christian home to starting to believe in African tradition, but I kept on consoling myself. I always kept on having dreams having money, living lavish, and snakes chasing me, falling in very deep holes, having sex with people I don’t even know, being shot, losing fights and many more dreams that didn’t make sense to me. One morning of a beautiful Saturday I went on and called this lady (my mums’ friend) and told her I was ready to meet Dr. Mama Shamirah, she came home, picked me and we went to meet Dr. Mama Shamirah. She asked me what she wanted to use and I gave her everything then she conducted her prayers. What surprised me was that she was using a BIBLE and mirror to conduct her prayers then after everything she asked me to go back home and wait on the results. It took me 5 days then the father of my kids came to my parents place and He was all in tears telling me that the young girl she had opt to stay with was using muthi on him and she was targeting his riches she even tried to poison him like the evening before he came home but he missed on the poison and the cat ate it instead and he had come to ask for forgiveness and that he saw me in the dream like two days back and he was kneeling begging me to come back in his life and that’s why he had drove home to ask for my forgiveness. Believe me I cried even more than before when he was telling me his story. After like a week, I got a call that Eskom needed me back to work after a period of a year and a half.
You can reach Dr. Mama Shamirah on Call/Whatsapp+27790792882 or Email: mamashamirahsince1970@gmail.com in case you need her assistance",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Ramache zot tifi , tension cardmanger pour fini rempli 😜😂😂😂😂",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Amreen Aukin single again ?,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Saba Saib Hannah Sb ki zot ine Fer AR banla,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Aliyaa Saib 😶😶chicken chicken,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Bye 👋🏽 😅😅,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Julien Constance zoto 🤦‍♀️🤦‍♀️,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Chicken chicken chicken 🍗,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Hank Lee tousa Chicken la 😂😂😂😂😂😂 lakoz Sanjana ki p ariv tousa 🤣🤣🤣🤣get beze Yash tiens bon 🤣,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,sounds like a UFO kidnapping Bob Fossil,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Nitin Napaul chicken chicken,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Bour zot dehors.,1
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,ILLEGALLY LIVING IN MAURITIUS 😡,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,p rod tifi pou marrier-,0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Mario Ah Young
Ou cpv faire so agwa😂😂🤣🤣",0
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,Belall Hosany mo conne 1 tifi ki p envi marrier mais tout so fiancee mort dans 5 jours.mo pou met so numerous portable kot santier metro,1
https://m.facebook.com/lexpress.mu/posts/10159456427599540,Lexpress,"Mario Ah Young
.1 sel cout tou Bangla pu disparet depi maurice😂😂😂🤣",1
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"Mone arrêt fréquenté acause sa gouvernement la 💔 mo fam reste Curepipe.
Pravind twenn zom enfolie fer message passé s'il vous plaît .",1
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Mes jours de supermarché sont le lundi et jeudi.. j habite à Pointe aux sables.. ai je droit d aller faire mes courses à Grand baie par exemple?🤔,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,J'espère que le gouvernement donne des Mach gratuitement par ce que ils sont décidé de augmenter le pv,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"220k dimounes pu lor la rue?!? Kot confinement la?!? Eta b sa pu serrer cuma sardine dans bus, dans buro pu pareil. Kisanla prend sa ban decision la?!?",0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Nu Pas ti suposer covid safe. 🙄. Au lieu to ti pe flatter lor BBC si to ti pren compte Pas ti pu dan sa situation LA azordi. Aret Vin met tory lor le peuple,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"Dan ena vaccin si zot p faner meme. Planning meme pna, arrogance plein ar zot. Et Pas vine critic et compare toi avec Dr gajadhur!",0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Ziska l’heur pa cné si pou capav travail demain ou pas! Inn fini fer 3 semaines depi in fer application la... encore p atan,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Si 1 dimoune pa so zour sorti vine asT dipain ki mo dir li?? Nn pa bizin manzei pu zordi??? Swa mo bizin dman zot ID pu dne li dipain??? Ta met serye do ta,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"Wi wi, si tosi to ti respecter 14N pu tou dimounes ki rentre moris nu pa ti pu dan bezei. Jhugroo to bizin done sa banla em laman",0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Arrêter d'insulter notre intelligence C une offense à nos parents qui nous ont envoyer à l'école Nous sommes un peuple éduqué Parler la VÉRITÉ,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Zot safe zot parcqui zot ban zefant PA voyage Dan bis pou alle compose exam zot p detruire tou ban mauricien,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,super marcher in vin bazar.. persne pa p respecT social distancing... mem super marcher p laisse tou dimun rentrer...,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"Cotte PKJ li pas capave faire face au Mauriciens, qui li peur, vire tourne même causé, reste dans la cuisine continue agrémenté banne fausseté",0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Ki sa confinement la sa si dimune p kav sorti. Met ene total lockdown. Renvoye bne l'examen. Bne zanfan la kaV. Zot immunisé zot,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"mo habite dans region la caverne,
Mone fr test pcr la dans centre communautaire vendredi dernier mais pan ggn aucaine reponse depi l'heure.",0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Li p vine flat li apres batiara la,1
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,U negative beta lol,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Shabnoor Asmah b beti li pas bisin fr nous conner au moins 😂,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Confinement to pane fouti met lordre aster to p vine dire partielle to croire dimoune pou écouter taaa graine...😡😡,1
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Sois Franc ena beze la😡,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Confinement jusqu'a 30 avril demain plus presque tout dimoune alle travail et ki pou arrive nou banne zenfants,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"Bad luck pou boucoup dimune li pan dire narien si bann madame pou bisin capave dormi ek zot mari... Ti ena boucou fam, zom ki ti atane sa Nouvelles la......",0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"Monsieur adjoint commissaire un peu de politesse dans vôtre communication, nous sommes pas des bourricots",0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Rakhesh Poonit Bad Hein ti p rod sa Dilo Caca Pi la fer honté sa li ti al kasiette enba lili,1
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Nazir Ramdowar ???,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Suis pas disciple de la dictature où 💩 après je respecte les choix des autres,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"Il parle de zone rouge etc.... sa mentère ça , même donne zone jaune ou vert ena Covid mais ils veulent pas dire . Parce que y a des gens qui sont riches , des ministres etc.....",0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,monsieur l’agent quand même le masque 😷 et trop cher c’est grave je sait baise un peu dimoune pena kasse enna dans la rue pas manger 🍽,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Moi mo dir zis nu palarb bisin desan lor la rue pou montre zot qui nu capave fr mem en confinement partiel,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"Ki Role zot p amener! Deux morts jurdui, zot ti p enleve confinema... Heureusema le peuple Faire pression!!!",0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Sa l'annee la...bucu pan patient dialysee p soufert...ena place pa p fr test mem..mange pa p ggn...😔😔,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"B ki fr mag p gne wap ki pu fr ?? Ki secter pu gne wap ? Ki serti Al mag al asté pu met short tshirt jeans soulier nef asizé dan lakaz guet tv ?😂😂😂😂😂 . Wap wap ,",0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"P dire tout dimoune p croire demain tout reviens dans ala normal blablabla
B ti bizin expliquer bien et non pas vine devant camera 5 minutes coz en code après aller ✌🏼",0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,cozer zis pou rempli la tête...,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,In ler pou revoir zot lekip comunication mo croire hein. Pm lot jr cozer pa compren nanien. Jagat p gaga. Senla osi p cozer comadir line piké avan vine en direk🤦‍♂️ eski ena kiken kpav comunik bien?,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,B vaccin la pas ti samem to seul recours pou guerrison a b astere ki derulee! Population en tord ein !!!!,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Mo habite dan b bassin mo travaille curpipe mo la haut 60 ans eski mo pou gagne wap pou mo al travaille ci non mo pou bizin confiné zisqa les 31 avril eski MRA pou pey mwa,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Solange Solay lao 60 ans pas supoZ travail sa,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Bizin prans loan pou pay contravention,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,D'apres lorde meme conseiller ki ti conseille Pinok dernier fois ine conseille sane la si.. Bizin fer letour Babylon pou comprend matelot,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Dir ferme robinet mais laisse delo continue coule mais dir lepep ki kalite zot inn deboussole les guiniols.,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Malédiction l'or zts. Zots pou graigner kouma zanimaux enn par pou tous seki zots fine fer avec bann maleurer,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"60,000 test..mais pli bucu cas..2021..
Pa compare avek l'annee dernier..
Guet comien cas p ggn par jour...Jag...p",0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Hello ...nou p deconfiner partiellement mais laplupart zafr fermé ....ki fr nou p fr deconfiner en premier lieu,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Mettre 10 personnes dans 1 van 15 places pour alle fer dialyse (C'est garde distanciation sociale sa?),0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Zot mem bizin baise ene lamane zot pna mask. Bour to mask to kapave montrer l'exemple ti bizin bour zot lamane plis prison.,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Bouss ou lannee dernier pa ti ena vaccine tout dimoun ti p gueri zordi one ggn vaccine p ggn pli bkou cas..dir to mm ek to bann dirigent pa bon😡😡😡,1
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"Cumadir p lire 1 composition, dimune la ine deceder et c grave 😠complications depi avant ti ena, covid ine agrave dimune la so la sante",0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Centre commercial meme rassemble bku dimoune. Si to p ferme tousa coumance par ferme ban shopping mall aussi,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Kesaven Mootoocarpen exact,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"Li tane menetre Li coner, combien de personne fine contaminée etc,.... Li ministre de la santé li pas coner, ben ale ro la caze.",0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Distance? Ki to p kozer? Dan bis dimun plen. Ena p debout. Pena 1dimun par banket. Kuma pu fer social distancing kumsa.,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"La france quand to gopia to gagne chance faire les anges,les marseillais ici dans maurice to gagne chance rentre dans gouvernement",1
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"P remercier boug la pu explication, bon dieu koner li line expliker . Mo deman moi si line kompren LI ki line kozer",0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Franchement dcp la 1 le rire enplein sa jagatpoil mem fail r li sa.rer ale apran abcd dow boufon vert,1
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Bisin affiche tou sa bane sanction la dans ban supermarche magasin etc. Parski ena tro de personne ki pa pe met mass ou zot pas pe .met mass bien,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Zot ggn zis traka lekonomi zot deza virus la p propozer mem sa zot largue phase ok pna problem baret la caisse selma,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Coucou zordi ene dedikas pu mo kamarad Pamela kine bourer depi brown sequard. Polico pa ramasse li. Li fol mais li pa violente. Li ti gagn bater la croisee kan tial prend 2 baguette,1
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Garde distance dan ene la salle l'examen kot ena +20 enfants? ?? Ki larzer la salle ki ena pou fer sa??,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Zotte pou refermé bien vite banne caca liqui incompetant remaitre Dr Gudhudur qui pou capave control sa maladie la,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Magazin kifr p ouver cot pu aller lol ena dimun p viv sans mnger p demanD zour r zour check sa ausi,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Hey Jagatpal L'ANNÉE DERNIERE to ti ena cheveux sa L'ANNÉE LA to pena cheveux. To pou fatigue dimoune ek L'ANNÉE DERNIERE meme,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Lanné prochain li pou nepli ena latet laem lol🤣,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Pomme de Terre oignons pa fine kapave Gerer zordi pe vine Done conseuil Mauricien lor overture!!!!!,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Ki lanne dernier twe koZ sa lanne la pli piyaz ki lanne dernier pa vne comparE. T p fr sa pu t console tomem t p kuyon tomm kn t p dir lanE drnier nu pa ti fr otn test sexi sela,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Si dimune pas respecter social distancing et pena okaine la police dans les parages ki ariver lerla ?? So many people still doesnot respect social distancing!!,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,La doc vasant nepli bon astr tou seki p asizer la bzn bouile so lipied apr zt boir delo la bne batiara..aler suivre gaud mem,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Jihaad Khan-Wadallee copy paste ein🤣,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Javed Corleone twem kin comment ça,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Jihaad Khan-Wadallee ggn conte parts,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,bour bnla 10mil 🤣 fr kroi bel deconfinement apres nek bour zot n bon kout dr nou en confinement enkr pendant 1mois 🤣🤣🤣🤣🤣 continue chacha em zot pou vine neV bientôt 😂🤣🤣🤣,1
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,dire c ki to envi to pa pu kapav aret propagation a moin protez mauritian par cofinement mm.... dire zot p guete zot laventaz zot bien merde si mauritian pu perdit la vie..,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Ki wap to donner service sécurité un travail essentiel dans pays.. To pou payé nou la fin du moi toi to gagne gros cash la fin du mois,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"Eoula fini faire 4 fois ine apply pu wap la, et lorla boulangerie sa sanC essentiel, 1 merde zot pan approve",0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,frere to cpv explique mw couma fr pou apply,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Inbox moi,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"B pas ou meme ki ti dire ki li pas si violent ki l’annee derniere, b kouma ena plus bcou deces????????",0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,eyy b ou boss koT?? line aret vine dans comité la li ? nek li pou dr li pou fr conférence de press 20hr apres li pou vine lor télévision 21h apres li pou kozer wadr so la langue maY 🤣😂,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Keen to know where the GIS officer from PMO got his clean haircut 🤔,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Ban magasin pou ouvert ki garantie dimoun pou respecter lord alphabetic kisanla ki pou control sa ban dimoun lapolice mem pa trouver lor simer,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,nek redzone redzone ou kav fat sa redzone la kumsa koze einP partous doe dans le nord ena cas positif,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"P Fer sa pou bez Kas malhereux, commencer arrange prison par ce qui Ena beaucop mauricien pu rempli prison",0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,90% patient to p dire Mais 90% fake . Listen to what Dr S Boollell told about the death caused today of these 2 during Radioplus info 16hrs,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,These people think they are supermen. Where are your masks you irresponsible people!,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Pinokio kote li pa vin koze li..eta fess get li mo p dir tw to p preC pu ouver confinement 1 sounami covid pu leve to gete si ton zot pena lespri,1
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"Mo esperer bann president mosquee comprend et pas laiss dimoune vini jusqua lock down pas fini.
Nous bizin comprend situation pas bon dans pays.",0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Ki to pe rod dire lanner 2020 Dr gajadhur pas Fer so travail bien toi to plus ena experience ki Dr gajadhur,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Pena wap application pu individual /self employed.. Kifer😡😡😡,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"C FOR CLUSTER.....AFTER C CIMES D......D FOR DUSTER SEARCH FOR A CUTE ACCUTE DUSTER....

NEED GOOD GOOD DUSTERS
Swippers ........not SNIPPERS",0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,"Li faire sa la voix malheureux la bien nett,encore ene tigitte li cav remplace sa boug qui ti pe presente anou bouzé lor mbc la
Zis ar tanne li coser to senti toi coupable",0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,How do you know it’s a red zone when you have not done testing for the region,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Jagat u cannot compare urself to doc gajadhur... he is a next level but unfortunately political kich kich,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,What about progress meetings for example in the construction industry involving many people at workplace?,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Si na pas covid ki la dame fine mort,0
https://m.facebook.com/story.php?story_fbid=733017754245131&id=100761789539,Lexpress,Pays la pou ale couler ek zot decision bencal.fer la police check dan bis rte 52 combien figire couma fini ale boire metadone pe ale aster la drogue.pe voyage dan bis.,0
